TaxonUsageID;TaxonName;NameAuthor;SYNONYM;TaxonConceptID;TaxonConcept;VernacularName;TaxonRank;GRUPPE;IsChildTaxonOfID;IsChildTaxonOf;NACHWEIS;AccordingTo;HYBRID;BEGRUEND;EDITSTATUS;EuroMed
27645;"Sedum album subsp. album";"";0;27645;"Sedum album subsp. album";"Fetthenne (Unterart), Weiße";SSP;S;5415;"Sedum album";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";327e384a-98e2-4aa1-8aba-c8d9f2e59adb
27646;"Vicia sepium subsp. montana";"";1;6335;"Vicia sepium";"";SSP;S;;;BfN2016;BfN2016;0;;Ergaenzung;
27649;"Lapsana communis subsp. communis";"";0;27649;"Lapsana communis subsp. communis";;SSP;S;3271;"Lapsana communis";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d6b59986-2a93-4733-a814-6f8b8c600b53
27650;"Anemonastrum narcissiflorum subsp. narcissiflorum";"";0;27650;"Anemonastrum narcissiflorum subsp. narcissiflorum";"Narzissenwindröschen (Unterart), Echtes";SSP;S;20423;"Anemonastrum narcissiflorum";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0c1f9320-9a05-42ac-8401-06416bdd1c02
27651;"Arabis bellidifolia agg.";"";0;27651;"Arabis bellidifolia agg.";;AGG;S;60831;Arabis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27652;"Astragalus frigidus subsp. frigidus";"";0;27652;"Astragalus frigidus subsp. frigidus";"Tragant (Unterart), Gletscher-";SSP;S;717;"Astragalus frigidus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";32242c09-dece-403e-8066-d556401fef55
27654;"Carlina acaulis subsp. caulescens";"(Lam.) Schübl. & G. Martens";0;27654;"Carlina acaulis subsp. caulescens";;SSP;S;1306;"Carlina acaulis";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";058e0163-e611-4e8a-9e57-ab67a5cb3b49
27656;"Cerinthe alpina subsp. alpina";"";0;27656;"Cerinthe alpina subsp. alpina";"Wachsblume (Unterart), Alpen-";SSP;S;21227;"Cerinthe alpina";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27657;"Clematis alpina subsp. alpina";"";0;27657;"Clematis alpina subsp. alpina";"Waldrebe (Unterart), Alpen-";SSP;S;1587;"Clematis alpina";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f3dd2007-455d-4df5-bbd1-93018bd42ea2
27659;"Crepis aurea subsp. aurea";"";0;27659;"Crepis aurea subsp. aurea";"Pippau (Unterart), Gold-";SSP;S;1713;"Crepis aurea";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cfa3bcf2-782e-4b30-bbc5-ae18a13d5c65
27660;"Draba aizoides subsp. aizoides";"";0;27660;"Draba aizoides subsp. aizoides";"Felsenblümchen (Unterart), Immergrünes";SSP;S;2001;"Draba aizoides";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";81bcbeed-f8d3-4f38-a854-a43377b8c7cd
27662;"Erigeron glabratus subsp. glabratus";"";0;27662;"Erigeron glabratus subsp. glabratus";"Berufkraut (Unterart), Kahles";SSP;S;21689;"Erigeron glabratus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27664;"Gentiana clusii subsp. clusii";"";0;27664;"Gentiana clusii subsp. clusii";"Enzian (Unterart), Clusius";SSP;S;2624;"Gentiana clusii";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27666;"Larix decidua subsp. decidua";"";0;27666;"Larix decidua subsp. decidua";"Lärche (Unterart), Europäische";SSP;S;3272;"Larix decidua";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";149249b1-58fe-4810-a773-789026e60a57
27670;"Linaria alpina subsp. alpina";"";0;27670;"Linaria alpina subsp. alpina";;SSP;S;3415;"Linaria alpina";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b36f1347-a9fd-481b-b42b-17591833b5c3
27674;"Luzula spicata subsp. conglomerata";"(W. D. J. Koch) Murr";0;27674;"Luzula spicata subsp. conglomerata";;SSP;S;3546;"Luzula spicata";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";945ab0de-1ead-4ecf-81a1-e59876b3ff51
27675;"Onobrychis montana subsp. montana";"";0;27675;"Onobrychis montana subsp. montana";"Esparsette (Unterart), Berg-";SSP;S;3911;"Onobrychis montana";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f91422ba-ff8f-4ac2-b9c3-da87869ab70f
27676;"Oreochloa disticha subsp. disticha";"";0;27676;"Oreochloa disticha subsp. disticha";"Kopfgras (Unterart), Zweizeiliges";SSP;S;3993;"Oreochloa disticha";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";42776a9f-6ceb-4dbe-a3d5-32ba7f06e463
27680;"Potentilla caulescens subsp. caulescens";"";0;27680;"Potentilla caulescens subsp. caulescens";"Fingerkraut (Unterart), Stängel-";SSP;S;4495;"Potentilla caulescens";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";dc32d76f-4895-488b-8761-cf3434ca4555
27681;"Hornungia alpina";"(L.) O. Appel";0;27681;"Hornungia alpina";"Steinkresse, Alpen-";SPE;S;60865;Hornungia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7eed947b-68e7-43ce-8cc7-921985a16381
27682;"Hornungia alpina subsp. alpina";"";0;27682;"Hornungia alpina subsp. alpina";"Steinkresse (Unterart), Alpen-";SSP;S;27681;"Hornungia alpina";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";733fa6fb-c4be-439b-ab38-cf82a60be774
27683;"Ranunculus parnassifolius subsp. heterocarpus";"Küpfer";0;27683;"Ranunculus parnassifolius subsp. heterocarpus";"Herzblättriger Hahnenfuß, Östlicher";SSP;S;4754;"Ranunculus parnassifolius";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27685;"Saxifraga rotundifolia subsp. rotundifolia";"";0;27685;"Saxifraga rotundifolia subsp. rotundifolia";"Steinbrech (Unterart), Rundblättriger";SSP;S;5316;"Saxifraga rotundifolia";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c880967f-fad1-49c2-a9c3-60acfb9b02e4
27686;"Scabiosa lucida subsp. lucida";"";0;27686;"Scabiosa lucida subsp. lucida";"Skabiose (Unterart), Glanz-";SSP;S;5342;"Scabiosa lucida";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";41116d8d-555d-4175-8f06-44224c6effc5
27689;"Heliosperma pusillum subsp. pusillum";"";0;27689;"Heliosperma pusillum subsp. pusillum";;SSP;S;11649;"Heliosperma pusillum";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27690;"Atocion rupestre";"(L.) Oxelman";0;27690;"Atocion rupestre";"Nelkenleimkraut, Felsen-";SPE;S;61568;Atocion;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8f8d1ee5-7589-4f1c-a527-95cce8f2ac93
27691;"Soldanella pusilla subsp. alpicola";"(F. K. Mey.) Chrtek";0;27691;"Soldanella pusilla subsp. alpicola";"Alpenglöckchen, Alpisches Zwerg-";SSP;S;7142;"Soldanella pusilla";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27692;"Soldanella alpina subsp. alpina";"";0;27692;"Soldanella alpina subsp. alpina";"Alpenglöckchen (Unterart), Gewöhnliches";SSP;S;5670;"Soldanella alpina";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";eac30c9e-48c5-4074-a68c-f84713fe4975
27694;"Noccaea rotundifolia subsp. rotundifolia";"";0;27694;"Noccaea rotundifolia subsp. rotundifolia";;SSP;S;22788;"Noccaea rotundifolia";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a8807de7-d9dd-4752-ac14-ef48156040ff
27699;"Hieracium wilczekianum";Arv.-Touv.;0;27699;"Hieracium wilczekianum";;SPE;S;12274;"Hieracium subg. Hieracium";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";18fe92b1-0896-4332-a3e9-005dd4d01510
27700;"Rubus scabrosus";"P. J. Müll.";0;27700;"Rubus scabrosus";;SPE;S;11465;"Rubus sect. Corylifolii";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c89f5af0-1146-435b-bcd2-8a1dfc9ebbd4
27701;"Rubus pericrispatus";"Holub & Trávn.";0;27701;"Rubus pericrispatus";;SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a523cf92-5ede-4cc9-abbc-373be1d8ac3a
27702;"Rubus perpedatus";"Žíla & H. E. Weber";0;27702;"Rubus perpedatus";;SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5c2c3efe-f255-42c8-bafe-5f0b0336195d
27703;"Taraxacum prunicolor";"Mart. Schmid, Vašut & Oosterv.";1;34566;"Taraxacum bellicum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b3e81898-a7a3-47fb-b9b3-e7f56c1292c4
27705;"Sorbus hybrida";L.;1;26804;"Sorbus hybrida agg.";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0ebebbd7-7bf8-49f1-bedf-4069f872f3bf
27707;"Sorbus haesitans";Meierott;0;27707;"Sorbus haesitans";"Mehlbeere, Thüngersheimer";SPE;S;26801;"Sorbus latifolia agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";473bedf8-81ef-47e3-83da-d6df6c4f3cee
27709;"Hieracium cirritum";Arv.-Touv.;0;27709;"Hieracium cirritum";;SPE;S;12274;"Hieracium subg. Hieracium";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3d44ff22-4c47-4c29-81fc-23136cc49a8d
27736;"Acinos alpinus subsp. alpinus";"";0;27736;"Acinos alpinus subsp. alpinus";"Steinquendel (Unterart), Alpen-";SSP;S;48;"Acinos alpinus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27739;"Valeriana officinalis s. l.";L.;1;6177;"Valeriana officinalis agg.";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27744;"Bistorta officinalis";Delarbre;0;27744;"Bistorta officinalis";"Schlangen-Knöterich";SPE;S;67016;Bistorta;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f113816a-68da-491d-92bd-255b39620d21
27745;"Vaccinium angustifolium × corymbosum";"";1;29633;"Vaccinium atlanticum";Kulturheidelbeere;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27746;"Sedum telephium";L.;0;27746;"Sedum telephium";"";SPE;S;60825;Sedum;"";EuroMed2019;0;;Ergaenzung;3bbe9a14-e29a-4dd1-988a-0c359ec950fb
27748;"Rubus exstans";"Walsemann & Stohr";0;27748;"Rubus exstans";"Ragende Haselblattbrombeere";SPE;S;11465;"Rubus sect. Corylifolii";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e6e2d797-8b8f-421b-a795-59093e1a4ef0
27750;"Rubus canescens var. canescens";"";1;4952;"Rubus canescens";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27751;"Rubus henrici-weberi";"A. Beek";0;27751;"Rubus henrici-weberi";"Webers Brombeere";SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5857de03-0378-43c4-b1cb-e2f0250edb66
27752;"Rubus frederici";"A. Beek";0;27752;"Rubus frederici";"Frits' Brombeere";SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";87ccba66-2f16-4f72-bc18-ff5307389218
27753;"Rubus multicaudatus";"H. E. Weber";1;32431;"Rubus elegans";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1e574e92-4d7b-44d0-9d12-f8c33ff3ee3d
27754;"Rubus osseus";Matzk.;1;32441;"Rubus incarnatus";"Knöcherne Brombeere";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";51452fa0-f3cc-4495-8746-e5a56fbbf65b
27755;"Rubus plicatus var. plicatus";"";1;5024;"Rubus plicatus";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27756;"Rubus poliothyrsus";"A. Beek";0;27756;"Rubus poliothyrsus";"Graurispige Brombeere";SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";97773be1-7d12-4bcb-afa3-104a9b379eb3
27757;"Rubus rubrum-cadaver";"A. Beek";0;27757;"Rubus rubrum-cadaver";Niederrhein-Brombeere;SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27758;"Rubus speculatus";Matzk.;0;27758;"Rubus speculatus";Spiegel-Brombeere;SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c4d3bca2-3499-48f6-a691-13e07e5450f9
27759;"Rubus spinulatus";Boulay;0;27759;"Rubus spinulatus";"Feinstachelige Brombeere";SPE;S;11351;"Rubus sect. Rubus";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ba120e68-34bd-4d31-abf8-5319f7d90ad4
27761;"Sorbus isenacensis";Reuther;1;6937;"Sorbus decipiens";"Eisenacher Mehlbeere";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e578c233-0899-4357-a986-2649120577dc
27762;"Oenothera braunii";"Döll";1;29222;Oenothera-braunii-Gruppe;"Brauns Nachtkerze";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";54ea783b-67c7-49af-9825-fef6112529dc
27763;"Chamaesyce prostrata";"(Aiton) Small";1;2291;"Euphorbia prostrata";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";60ccea0b-ef2a-41b6-85b7-c5a329f5a727
27765;"Euphorbia waldsteinii";"(Soják) A. R. Sm.";1;2265;"Euphorbia virgata";Ruten-Wolfsmilch;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3d0f480b-479d-4182-8df5-73fa8fc6eeaf
27766;"Plantago maritima s. l.";L.;1;4325;"Plantago maritima agg.";Strand-Wegerich;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27767;"Plantago maritima subsp. maritima";"";1;4329;"Plantago maritima s. str.";Strand-Wegerich;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";45bf12b9-bc6c-45ab-8555-4559986fb1c7
27768;"Veronica serpyllifolia var. humifusa";"(Dicks.) Sm.";1;6279;"Veronica serpyllifolia subsp. humifusa";"Niederliegender Thymian-Ehrenpreis";VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27769;"Scabiosa columbaria subsp. pratensis";"(Jord.) Braun-Blanq.";0;27769;"Scabiosa columbaria subsp. pratensis";Wiesen-Tauben-Skabiose;SSP;S;5338;"Scabiosa columbaria";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a533662e-84a8-4f3b-b18a-4f98401eb544
27770;"Scabiosa columbaria subsp. columbaria";"";0;27770;"Scabiosa columbaria subsp. columbaria";"Gewöhnliche Tauben-Skabiose";SSP;S;5338;"Scabiosa columbaria";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";79d402a4-2418-425b-88f9-59e083ee41f3
27772;"Taraxacum floccosum";Rail.;0;27772;"Taraxacum floccosum";"Lilahülliger Löwenzahn";SPE;S;7434;"Taraxacum sect. Ruderalia";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";73363d23-a96d-4e9c-b3b2-52d75cce26f8
27773;"Taraxacum pauckertianum";Hudziok;0;27773;"Taraxacum pauckertianum";"Paukerts Löwenzahn";SPE;S;7433;"Taraxacum sect. Palustria";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c694a26a-e110-456c-bf1c-0fef9f842112
27774;"Carex peraffinis nom. inval.";Appel;1;33673;"Carex bolina";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27775;"Carex beckmanniana";Figert;0;27775;"Carex beckmanniana";"Beckmanns Bastard-Segge";SPE;S;61338;Carex;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27776;"Elymus obtusiusculus";"(Lange) Melderis & D. C. McClint.";0;27776;"Elymus obtusiusculus";Bastard-Binsen-Quecke;SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27777;"Elymus laxus";"(Fr.) Melderis & D. C. McClint.";0;27777;"Elymus laxus";"Lockerblütige Bastard-Quecke";SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27778;"Elymus repens s. str.";"(L.) Gould";0;27778;"Elymus repens s. str.";Kriech-Quecke;SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27779;"Elymus arenosus";"(Spenn.) Conert";0;27779;"Elymus arenosus";Sand-Quecke;SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";eff040c1-b512-45e5-9078-5da2bdf66c6b
27780;"Elymus repens subsp. littoreus";"(Schumach.) Conert";0;27780;"Elymus repens subsp. littoreus";Strand-Kriech-Quecke;SSP;S;27778;"Elymus repens s. str.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f8bdd43f-b793-4466-a62b-e9d855d5b567
27781;"Elymus repens subsp. repens";"";0;27781;"Elymus repens subsp. repens";"Gewöhnliche Kriech-Quecke";SSP;S;27778;"Elymus repens s. str.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27782;"Elymus athericus";"(Link) Kerguélen";0;27782;"Elymus athericus";"Dünen-Quecke";SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";067e6a96-9736-4d3d-ba61-aa1e9ea40103
27784;"Elymus obtusiflorus";"(DC.) Conert";0;27784;"Elymus obtusiflorus";"Stumpfblütige Quecke";SPE;S;61389;Elymus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";70532d38-0866-49d5-91f2-75640f6e6ad2
27787;"Oenothera jueterbogensis";Hudziok;0;27787;"Oenothera jueterbogensis";;SPE;S;15325;Oenothera-biennis-Gruppe;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4eab6cd8-537e-4b23-bd91-3d27d58ed6fd
27788;"Oenothera albipercurva var. impunctata";"Renner ex Hudziok";1;10674;"Oenothera albipercurva";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27790;"Oenothera fallax s. l.";Renner;1;29225;Oenothera-laeta-Gruppe;Bastard-Nachtkerze;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27825;"Agrostis palustris";NA;1;129;"Agrostis stolonifera";"";SPE;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
27841;"Aronia alnifolia";Nutt.;1;10039;"Amelanchier alnifolia";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f72958ca-5317-441d-a2a8-46f0b5fb34a3
27842;"Aphanes australis";Rydb.;0;27842;"Aphanes australis";;SPE;S;61161;Aphanes;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0cb5fd5d-989a-4424-a162-13fef707299b
27843;"Arabis bellidifolia s. str.";Crantz;0;27843;"Arabis bellidifolia s. str.";;SPE;S;27651;"Arabis bellidifolia agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27849;"Armeria intermedia";"Link ex Boissier";1;20584;"Armeria maritima subsp. elongata";"";SPE;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
27860;"Tripolium pannonicum subsp. maritimum";Holub;1;34221;"Tripolium pannonicum subsp. tripolium";"";SSP;S;;;"";EuroMed2019;0;;Ergaenzung;45c1cdf0-42ee-422e-b53b-7f8410fba946
27863;"Cakile maritima fo. baltica";"Jord. ex Rouy & Foucaud";1;964;"Cakile maritima subsp. baltica";;FOR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27864;"Clinopodium menthifolium";"(Host) Stace";1;20905;"Calamintha menthifolia";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";53a94daa-6eab-40fa-9b49-2d542d09114b
27867;"Clinopodium nepeta";"(L.) Kuntze";1;20906;"Calamintha nepeta";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a1928522-007a-4fc5-9678-aea2b1fd6102
27869;"Calamintha officinalis";"Moench, C.";1;20906;"Calamintha nepeta";;SPE;;;;GVRD;EuroMed;0;;Ergaenzung;9c4e98b6-90ac-46e2-9c81-84038338f777
27910;"Triticum laxum";Fr.;1;27777;"Elymus laxus";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27911;"Agropyron obtusiusculum";Lange;1;27776;"Elymus obtusiusculus";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27926;"Geranium robertianum var. maritimum";Bab.;1;22070;"Geranium robertianum subsp. maritimum";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";583eb7e4-a7d3-49ee-a8d0-84a0c42b0a52
27935;"Polygonum pusillum";Lam.;1;23039;"Persicaria minor";"";SPE;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
27939;"Polygonum rectum subsp. virgatum";"(Asch. & Graebn.) H. Scholz";1;27941;"Polygonum aviculare subsp. neglectum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
27941;"Polygonum aviculare subsp. neglectum";"(Besser) Arcang.";0;27941;"Polygonum aviculare subsp. neglectum";;SSP;S;4417;"Polygonum aviculare s. l.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c7c90848-b97e-4d58-8ce5-ba17187e7a6d
27947;"Polygonum aviculare var. erectum";"(SchÃŒbl. & Martens) W. D. J. Koch";1;27941;"Polygonum aviculare subsp. neglectum";"";VAR;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
28022;"Potamogeton pectinatus var. helveticus";"(G. Fisch.) Sam.";1;4473;"Potamogeton helveticus";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28024;"Potamogeton maritimus";Pohl;1;4474;"Potamogeton pectinatus s. str.";"";SPE;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
28025;"Potamogeton pectinatus var. scoparius";Wallr.;1;4474;"Potamogeton pectinatus s. str.";;VAR;S;;;Wisskirchen1998;Wisskirchen1998;0;;Ergaenzung;
28033;"Potamogeton pectinatus var. interruptus";"(Kit.) Asch.";1;4474;"Potamogeton pectinatus s. str.";"";VAR;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
28077;"Potentilla verna subsp. vulgaris";Kittel;1;23355;"Potentilla verna";;SSP;;;;GVRD;EuroMed;0;;Ergaenzung;ce09303b-db2a-4316-9bb3-69ae8895a31c
28103;"Pyrethrum partheniifolium";Willd.;1;26631;"Tanacetum partheniifolium";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1de9b7b6-07a0-424d-9359-0b6cd33ec3a0
28104;"Sedum montanum subsp. orientale";"'t Hart";0;28104;"Sedum montanum subsp. orientale";;SSP;S;5431;"Sedum montanum";GVRD;EuroMed;0;;Ergaenzung;f5376bcc-2d17-45c3-893b-a2ecb6d97cae
28112;"Stellaria nemorum s. str.";L.;0;28112;"Stellaria nemorum s. str.";Hain-Sternmiere;SPE;S;5778;"Stellaria nemorum s. l.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28128;"Oxycoccus microcarpus";auct.;1;6163;"Vaccinium oxycoccos";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";63d2bb45-a2e1-4a42-982c-ff6f93ca8d28
28129;"Vaccinium microcarpum";auct.;1;6163;"Vaccinium oxycoccos";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";79de7a6c-0aa1-46cc-9388-b9295ae869b5
28135;"Verbascum thapsus subsp. thapsus";"";1;6222;"Verbascum thapsus";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";aa04d6a9-8fd4-475f-b056-4e521847118b
28144;"Rhododendron tomentosum";"Stokes ex Harmaja";0;28144;"Rhododendron tomentosum";;SPE;S;60916;Rhododendron;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";aa4219e3-176b-4efc-a6c0-4054165a8b17
28145;"Littorella juncea";"Berg. , nom. illeg.";1;3478;"Littorella uniflora";"";SPE;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;866f0eff-16b1-4eeb-a07d-8a8eabefae3c
28146;"Melampyrum arvense subsp. arvense";"";1;3623;"Melampyrum arvense";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28149;"Hornungia procumbens";"(L.) Hayek";0;28149;"Hornungia procumbens";;SPE;S;60865;Hornungia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4ed0a083-1fb2-4859-82df-016d3d30136d
28150;"Pedicularis sylvatica subsp. sylvatica";"";0;28150;"Pedicularis sylvatica subsp. sylvatica";;SSP;S;4172;"Pedicularis sylvatica";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a9867386-92bb-4e8e-a871-b9496d565219
28155;"Plantago lanceolata var. dubia";"(L.) Wahlenb.";1;4320;"Plantago lanceolata";;VAR;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28160;"Plantago major var. intermedia";"(Gilib.) Decne.";1;28161;"Plantago major s. str.";"";VAR;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;
28161;"Plantago major s. str.";L.;0;28161;"Plantago major s. str.";;SPE;S;10732;"Plantago major agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28163;"Plantago strictissima";L.;0;28163;"Plantago strictissima";;SPE;S;4325;"Plantago maritima agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";90f271af-1cb0-4375-908f-f069efa765d7
28168;"Iris spuria subsp. spuria";"";0;28168;"Iris spuria subsp. spuria";;SSP;S;3102;"Iris spuria";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e438d2c3-4f90-4f98-b897-ac2ed8297c6d
28171;"Melampyrum sylvaticum subsp. sylvaticum";"";1;3641;"Melampyrum sylvaticum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28246;"Hieracium vulgatum";Fr.;1;2900;"Hieracium levicaule";"Dünnstengeliges Habichtskraut";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
28496;"Valeriana officinalis subsp. officinalis";L.;1;6178;"Valeriana officinalis s. str.";"";SSP;S;;;"";EuroMed2019;0;;Ergaenzung;efab9f6d-dffd-4372-a63a-f4a8beb511cc
28561;"Persicaria orientalis";"(L.) Spach";0;28561;"Persicaria orientalis";;SPE;S;67051;Persicaria;;EuroMed2019;0;;Ergaenzung;cbdbd8e9-130c-4870-a462-e27e0e14073a
29008;"Agrostis gigantea subsp. gigantea";"";0;29008;"Agrostis gigantea subsp. gigantea";;SSP;S;128;"Agrostis gigantea";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4a3368b4-14b4-4f99-8d03-1fb587c29448
